x_axis,y_axis,z_axis
3332,53,-42.897
3404,126,-43.138
3372,69,-42.806
3365,356,-43.379
3353,239,-43.395
3434,234,-42.804
3416,306,-42.245
3394,370,-42.552
3373,377,-43.171
3414,588,-42.256
3344,521,-41.927
3343,583,-41.454
3437,570,-42.447
3417,472,-42.507
3357,497,-42.912
3375,778,-42.954
3369,756,-42.731
3340,793,-43.695
3398,628,-42.318
3424,689,-43.596
3354,723,-41.471
3353,926,-44.165
3339,905,-43.651
3414,923,-44.166
3330,976,-43.337
3423,961,-44.342
3386,960,-43.682
3487,-923,-39.935
3578,-988,-39.957
3485,-948,-40.148
3560,-941,-40.143
3589,-927,-40.443
3538,-822,-39.864
3532,-750,-39.533
3581,-651,-41.304
3561,-737,-39.575
3512,-605,-41.723
3500,-780,-39.757
3554,-709,-40.237
3594,-544,-42.778
3474,-498,-41.871
3521,-482,-42.283
3521,-544,-42.183
3483,-443,-41.899
3511,-582,-41.747
3511,-294,-41.967
3574,-250,-41.556
3598,-210,-41.808
3517,-220,-42.084
3472,-355,-41.866
3517,-322,-41.353
3545,-73,-41.561
3553,-152,-42.115
3566,-187,-41.921
3500,-25,-41.753
3535,-56,-41.48
3575,-20,-41.016
3478,9,-42.461
3538,34,-41.759
3506,104,-42.826
3562,187,-43.002
3474,199,-43.613
3525,177,-42.663
3577,297,-40.243
3531,365,-41.899
3523,292,-40.993
3550,227,-41.692
3511,211,-42.096
3470,384,-42.576
3559,574,-43.809
3468,544,-41.741
3564,593,-43.117
3468,464,-41.921
3543,551,-43.84
3511,476,-43.379
3552,747,-43.612
3576,624,-43.266
3588,734,-44.461
3470,729,-42.647
3468,711,-43.166
3568,696,-43.264
3476,937,-44.828
3526,991,-44.675
3575,950,-44.456
3534,887,-45.158
3514,930,-45.362
3486,964,-45.296
3702,-954,-40.762
3693,-884,-40.895
3746,-888,-41.712
3682,-846,-40.343
3611,-865,-39.626
3690,-911,-40.367
3719,-715,-42.056
3643,-759,-41.64
3689,-714,-42.925
3660,-717,-42.229
3693,-630,-42.533
3668,-744,-42.268
3643,-513,-42.827
3654,-545,-42.963
3612,-538,-42.915
3673,-582,-44.417
3704,-410,-43.781
3618,-475,-43.076
3670,-232,-42.185
3728,-257,-42.489
3742,-373,-42.851
3646,-271,-41.629
3611,-322,-41.816
3654,-246,-42.243
3748,-162,-42.913
3731,-116,-42.442
3739,-96,-42.178
3697,-137,-42.165
3698,-44,-42.098
3688,-82,-42.141
3674,96,-41.969
3715,88,-43.158
3683,40,-43.022
3616,186,-42.973
3631,112,-43.282
3689,114,-42.574
3706,376,-44.034
3716,361,-44.012
3713,221,-42.966
3678,322,-42.923
3662,228,-43.806
3698,232,-42.965
3663,493,-43.303
3747,569,-44.438
3625,568,-43.65
3625,426,-42.504
3698,533,-43.852
3684,511,-43.225
3663,623,-44.876
3618,700,-44.22
3679,625,-44.546
3748,784,-46.022
3701,734,-44.997
3611,725,-43.998
3610,922,-45.132
3645,986,-44.349
3634,817,-46.059
3686,884,-46.344
3686,971,-44.252
3715,898,-46.094
3859,-890,-41.691
3824,-914,-41.468
3771,-884,-41.377
3821,-804,-42.04
3873,-927,-41.164
3781,-844,-41.802
3824,-666,-42.919
3821,-639,-42.566
3847,-651,-42.375
3797,-692,-43.417
3849,-618,-42.272
3875,-731,-43.223
3853,-540,-42.595
3794,-469,-42.032
3792,-573,-43.052
3851,-556,-42.557
3872,-401,-42.154
3786,-405,-42.564
3894,-338,-41.93
3885,-354,-41.711
3794,-361,-42.301
3876,-385,-42.096
3832,-391,-41.258
3797,-288,-42.288
3880,-133,-44.351
3831,-139,-43.751
3773,-124,-42.457
3798,-87,-42.497
3793,-23,-43.75
3847,-102,-43.271
3881,100,-43.395
3801,25,-42.485
3876,131,-43.456
3853,123,-43.569
3819,77,-43.81
3834,114,-43.572
3799,262,-43.951
3848,285,-44.114
3889,298,-44.456
3824,362,-43.669
3844,359,-43.493
3799,239,-43.402
3759,474,-43.824
3806,464,-44.282
3896,454,-43.457
3764,582,-44.518
3814,573,-44.87
3852,540,-44.416
3785,721,-45.436
3810,775,-46.358
3789,740,-45.732
3810,722,-45.477
3782,639,-45.092
3840,733,-45.824
3889,926,-43.964
3856,849,-44.752
3821,828,-44.919
3779,821,-45.243
3841,858,-44.363
3844,896,-43.684
