x_axis,y_axis,z_axis
760,-20,-32.732680702526
841,159,-39.8081642490759
893,-172,-40.6009489253692
814,-96,-40.5914225334685
835,87,-39.4134184121025
800,104,-37.8624702695886
884,-85,-40.7042629953297
813,-167,-40.09413157359
764,279,-32.1236548759805
854,234,-39.8682707492066
764,588,-33.9066543941261
807,292,-37.4453296868322
895,384,-40.9891216020671
867,479,-39.9930115426308
895,320,-40.9637169171971
763,315,-31.252462565685
771,423,-35.4921540002224
761,647,-32.4100716024543
847,888,-38.1498069578009
873,779,-39.0556573594099
774,747,-33.8934756621411
850,687,-38.7958419154588
857,960,-38.2624134648638
774,693,-34.6844444095859
870,869,-39.0349742015804
773,841,-33.8879181748348
865,1125,-38.8525817853405
851,1108,-38.8230502799873
792,1070,-36.9994111242544
898,1389,-39.3190400095599
866,1296,-39.3725919163236
875,1112,-38.8078657421322
868,1353,-40.0710289630861
814,1278,-38.4883580793253
833,1394,-38.9662212728078
1018,-1175,-39.3904650500143
952,-1306,-38.5284037415134
940,-1027,-36.8220489232328
1003,-1036,-36.715019013388
1032,-1059,-36.8826782297164
926,-1314,-39.1539586435393
970,-1260,-38.6707003346111
988,-1195,-38.9981581599224
911,-1216,-39.2966109449351
994,-670,-38.1331379521906
960,-643,-38.1258333941667
1017,-926,-37.635867765754
911,-733,-37.9673569419516
929,-837,-37.9911975552986
943,-987,-36.8892623900337
961,-846,-38.5389654545891
992,-697,-37.9244416349481
1007,-982,-36.5754724800623
1035,-412,-38.9185102255774
970,-321,-39.2546788118936
914,-547,-39.8492946405738
932,-280,-40.3744089542928
950,-321,-39.6071786190971
1031,-288,-38.7363012284413
961,-344,-39.0764821196258
914,-572,-39.4974688009208
1016,-370,-38.5206518510024
1034,2,-40.3413578181754
924,134,-39.299463990909
998,197,-39.212533372378
943,-67,-40.2343996309639
1014,-159,-39.6045296303756
983,89,-39.5245382189106
969,-141,-39.5351939681565
935,172,-40.1376908190807
936,75,-40.0175043177019
914,271,-39.5686718815908
995,434,-40.4837954090468
1042,285,-39.937769879718
1037,549,-40.2480362015003
976,285,-39.9515928251472
972,248,-39.8811584613293
918,517,-39.6872975478774
952,446,-40.2567369965185
911,565,-39.3598011840221
1001,961,-39.9976820975845
983,925,-40.5473947020492
989,755,-38.0667728711335
1044,653,-37.6809258739792
1029,694,-37.3943996572461
936,936,-39.2031679515249
909,728,-38.3646385351037
969,838,-38.565306006654
1031,790,-39.3277255695643
916,1266,-39.4801224241758
961,1011,-39.0424569977339
987,1209,-38.6984144055333
976,1162,-38.6459084312299
1031,1072,-40.6957632335949
1015,1286,-38.59764858128
1030,1161,-38.9067256681825
941,1047,-38.761813020208
946,1190,-39.2494547144402
1162,-1349,-40.57616838674
1150,-1363,-39.4776864344419
1197,-1288,-48.212172116928
1073,-1202,-40.1560505710289
1062,-1226,-39.7004542417487
1068,-1245,-39.2994913261712
1088,-1033,-37.8646706974077
1178,-1277,-43.9466192572398
1184,-1262,-45.2695181622582
1139,-777,-38.2610781308918
1079,-630,-38.9791469169833
1114,-905,-37.15821239385
1094,-982,-37.3345800664542
1182,-611,-45.9225497424883
1151,-882,-38.6932549426906
1088,-699,-37.9824435781058
1164,-864,-40.1931840091903
1085,-602,-39.7989572725111
1136,-264,-39.5012748433909
1070,-472,-38.9073965641999
1154,-458,-40.7360386549011
1146,-221,-40.7157045742212
1124,-307,-39.9379097483564
1136,-440,-39.8674946121942
1179,-490,-44.6864563931968
1109,-263,-39.1060022064904
1182,-420,-44.4001915515546
1059,-34,-40.1983980540144
1141,25,-40.8661193251467
1139,-117,-41.918005282188
1118,87,-39.7998340930001
1196,-108,-48.9220545540861
1172,-122,-44.0338604754392
1183,69,-45.7198777630322
1080,66,-39.9052732416103
1143,194,-40.5033113349167
1065,383,-40.0229102215309
1080,243,-38.5398745641838
1106,477,-40.5602812227653
1112,493,-40.3830870564098
1169,594,-43.3649305637932
1162,325,-43.0760834628314
1146,455,-41.0506532907111
1175,553,-44.2340829090233
1144,492,-40.9193783784838
1168,710,-43.0079622658035
1087,872,-40.9584574116507
1136,859,-41.7032724354975
1115,807,-40.1426237314472
1181,936,-44.998321682522
1063,639,-38.1813700347276
1074,903,-40.7123359539857
1190,761,-47.0129241725368
1122,667,-40.1266038777164
1171,1336,-41.8826188727726
1170,1374,-41.8181086502774
1073,1259,-38.6184096166011
1071,1071,-39.9386827414941
1135,1027,-40.2469412807409
1080,1095,-39.6770718804551
1105,1225,-39.4591982637337
1084,1329,-39.2265661791682
1198,1251,-48.9313949955429
1308,-1076,-65.4827963942743
1345,-1307,-65.2609173095928
1310,-1173,-66.6893264104294
1308,-1047,-64.9962206939423
1344,-1054,-65.8389358144692
1233,-1283,-58.5176591366469
1219,-1124,-54.7461756591997
1308,-1133,-66.376944638418
1275,-1223,-65.688438343993
1290,-688,-64.9264141598473
1300,-992,-63.3043504026808
1217,-847,-52.6449130079648
1249,-834,-60.3968835565505
1331,-953,-64.0207848392085
1214,-938,-51.4433254587218
1233,-870,-56.5139464671569
1338,-979,-64.6977105085986
1296,-844,-63.9840902183617
1260,-518,-64.4410185909107
1226,-567,-57.0822689450357
1313,-215,-67.3775998325928
1320,-232,-67.9207912392638
1333,-368,-66.3905183810781
1349,-558,-66.8920526165814
1226,-440,-56.9130060491457
1340,-333,-66.5163844396224
1282,-335,-65.7371791175236
1244,59,-61.0008659750556
1266,146,-63.2401174346457
1287,115,-63.7224686503541
1305,-3,-65.2474304585498
1244,82,-60.8542987598651
1297,65,-64.4268371782679
1318,-107,-66.0721947967763
1292,-182,-65.9936152746992
1272,-183,-65.0034956315787
1340,503,-67.1605988237929
1304,293,-66.4376805534575
1290,248,-65.6228257229724
1295,392,-66.6460455430722
1321,368,-66.7030193360374
1331,487,-67.0510282654077
1330,568,-66.0048423663286
1307,418,-66.5097361369075
1221,548,-55.991526669982
1291,680,-65.1367437446148
1239,795,-60.1179034380235
1309,618,-65.2654203437218
1338,891,-64.7850864770924
1293,916,-65.1327227666526
1226,624,-57.3817176031792
1299,725,-65.7382328536538
1339,847,-65.216180491475
1279,821,-64.8433511169679
1241,1164,-59.4570968295054
1248,1381,-60.0892900420292
1321,1361,-64.6526810150549
1327,1128,-64.4754654118533
1341,1350,-65.252248911576
1263,1234,-63.702822088538
1287,1071,-64.7611755730808
1223,1328,-55.9378546444761
1342,1031,-64.6267651674219
1402,-1211,-65.6491579522731
1474,-1112,-62.1730925538737
1379,-1336,-65.1136522980259
1359,-1281,-64.7796182406491
1367,-1320,-65.0991731356448
1444,-1249,-65.4041942645622
1486,-1246,-58.4069812287316
1468,-1132,-62.9375859358927
1413,-1347,-64.1125922895297
1407,-714,-65.6420146289245
1367,-942,-65.3800169391031
1364,-784,-64.5086911493068
1468,-606,-61.406139043612
1482,-842,-60.0205536222251
1424,-970,-66.032717755906
1380,-973,-65.8487036095151
1414,-675,-64.9238964872141
1409,-614,-65.2796921336473
1405,-305,-67.0424160247202
1367,-439,-65.8587963117129
1407,-270,-67.4183289514534
1382,-350,-65.9932620309895
1461,-404,-63.122628138821
1425,-261,-66.7014738113126
1455,-294,-64.4144704380357
1464,-516,-64.0754074228758
1384,-234,-67.3316324341333
1407,-26,-65.3117153826925
1404,102,-65.8411159853975
1497,-2,-53.4954301099778
1471,197,-60.400902838654
1457,-148,-64.2406249948121
1470,-43,-61.909906394406
1499,198,-50.969274816944
1382,-87,-64.5253801905996
1489,102,-56.5931965318191
1401,392,-65.1949997969059
1362,551,-66.8943613826898
1405,432,-66.1423091877006
1427,481,-65.8826683074531
1481,436,-57.9766897363005
1407,504,-65.8147100229164
1436,216,-63.1962194088204
1364,587,-66.9278811989778
1377,320,-65.7068813715558
1381,831,-65.7308015895615
1360,735,-65.6977639309013
1406,988,-64.8413843366798
1444,691,-66.6454343174491
1432,855,-65.5335910836022
1359,627,-66.9596762814632
1467,784,-62.501204922945
1413,613,-66.2305621724402
1465,625,-63.1666184088125
1433,1312,-65.1836555717935
1394,1134,-64.4048184384778
1449,1032,-64.096472387743
1492,1275,-54.0568912115067
1451,1347,-64.741774649276
1448,1256,-63.4871352592823
1388,1152,-64.7878147058761
1416,1128,-64.7125022359719
1419,1049,-64.5287397902285
1521,-1154,-42.5645864352859
1592,-1153,-30.8172797059664
1617,-1009,-31.8569037156409
1617,-1194,-30.3535645005058
1585,-1375,-29.0551581603856
1572,-1024,-32.5787122310804
1645,-1103,-30.3853865576669
1536,-1011,-37.5527830967188
1512,-1076,-47.6051342309591
1514,-847,-46.6711026741437
1586,-698,-30.5571625762214
1578,-872,-33.6970924166626
1635,-666,-30.7040276839379
1541,-786,-35.9249762562426
1520,-759,-41.5255087377063
1612,-640,-30.1033386274939
1606,-846,-32.6955301975423
1512,-811,-46.7771863250826
1539,-487,-34.4104774048309
1635,-371,-29.2759886393027
1623,-202,-30.1844034285069
1551,-505,-31.6071347893646
1531,-460,-37.2181603548881
1595,-300,-30.5333104217347
1582,-355,-29.7632603379682
1551,-294,-33.4115575913356
1540,-339,-34.7001149169238
1603,131,-28.3181493149949
1561,-78,-30.7536618009001
1608,13,-28.9363468106296
1631,181,-27.8715056337392
1617,-160,-29.5777215701646
1600,-152,-30.0420312456192
1591,-87,-29.3531580337803
1511,138,-46.2175967226903
1614,119,-28.3827119950101
1647,424,-29.4432547540348
1632,438,-29.5086749168019
1647,597,-27.079219288028
1620,571,-27.5105265103477
1567,507,-30.2375104102855
1622,369,-29.0230840112778
1640,393,-29.6911344664302
1617,516,-27.8349035274718
1622,218,-27.7767397038072
1527,653,-38.354995594296
1611,804,-29.3055830367967
1619,844,-29.6957117543744
1588,704,-29.1213152019746
1511,836,-46.1653880351204
1510,784,-46.0810554914903
1565,979,-30.9777900209845
1624,642,-28.6403315412592
1598,735,-29.267788956741
1580,1387,-29.2024912634087
1646,1118,-28.0148493334344
1610,1041,-28.2779355411575
1617,1302,-28.3220217690203
1525,1027,-39.1255481444084
1597,1284,-28.5876643755101
1550,1101,-32.427788640011
1612,1068,-28.0955128614599
1577,1335,-29.5389566947479
1694,-1151,-30.5205732296528
1768,-1199,-30.910462906469
1661,-1337,-27.9639953155883
1665,-1210,-30.333096502645
1782,-1270,-31.2200639142295
1723,-1271,-29.7006034787307
1797,-1287,-31.7458501397529
1697,-1334,-28.7677794736525
1713,-1286,-29.11856985256
1750,-735,-32.0511883616991
1686,-678,-31.440682362072
1746,-824,-31.2703218345199
1734,-668,-31.3119303253052
1719,-657,-31.5520335669318
1799,-980,-31.5230381575469
1788,-928,-31.339318023122
1691,-772,-31.4481144289478
1678,-703,-31.4455547408806
1680,-212,-31.1425924014972
1754,-505,-30.9113583776949
1675,-550,-31.3267783899869
1754,-236,-29.8161012951412
1735,-245,-29.9850054314184
1708,-513,-30.2367709068054
1666,-575,-31.4359582442233
1799,-314,-28.6668319132717
1742,-481,-30.2031427715998
1737,-133,-29.0588073929293
1783,177,-26.778627902584
1744,106,-27.9577894156728
1731,-63,-29.0117044128983
1668,-185,-30.4624602452619
1702,-156,-29.254906931997
1676,139,-27.8447526806232
1665,22,-29.1075759630684
1714,51,-28.2684710059485
1687,380,-28.7370340169022
1716,276,-27.5080462718469
1730,465,-27.8711471014197
1660,558,-27.0906347472461
1677,281,-28.1494969583706
1799,221,-26.9567178159927
1766,320,-27.8909025125131
1705,424,-28.0972008383227
1738,283,-27.635235257759
1773,654,-26.7085919848753
1676,813,-28.8291918968677
1687,869,-28.8955529833698
1687,896,-28.7432282434716
1715,704,-27.8381130543885
1748,998,-27.4231734579904
1794,799,-27.4916876610087
1755,657,-26.8208668741049
1769,730,-26.6885209176799
1745,1247,-27.6307045042887
1659,1342,-28.2356687726396
1716,1113,-26.5277384026406
1696,1175,-26.84318650766
1791,1326,-28.0893288406894
1662,1015,-28.639709514176
1710,1345,-29.4254612305687
1741,1154,-25.8506256972434
1796,1128,-26.6285435607935
1879,-1342,-29.6331391967159
1871,-1237,-32.6002980293095
1894,-1107,-29.1798998279939
1947,-1192,-10.0074648724416
1866,-1188,-32.1580246189892
1906,-1353,-24.2411734595032
1901,-1260,-28.944214498607
1905,-1311,-26.236406591734
1838,-1033,-32.6108109679356
1948,-625,-7.3603359264441
1842,-744,-31.8818221928626
1915,-820,-23.5088009128856
1840,-613,-31.3940962337767
1882,-953,-31.0451120900842
1873,-748,-30.9670077417558
1948,-687,-7.76791249280907
1938,-724,-12.1190904902129
1847,-656,-31.992692984911
1812,-233,-29.1636766780425
1864,-219,-27.8001749999421
1922,-579,-18.7817963936678
1877,-580,-29.9118887502675
1946,-475,-6.35727366224174
1850,-496,-29.9407163092943
1854,-557,-30.3599226360235
1824,-463,-29.8772736346477
1912,-320,-20.6285496480987
1863,98,-25.4719613345309
1863,-129,-28.025478791642
1897,-36,-24.8539471357674
1825,-55,-29.0935872573857
1908,-56,-22.1518372582712
1919,47,-15.3830078020503
1856,-56,-28.699733858365
1926,-101,-14.8387106129148
1839,-105,-28.9365466460279
1942,313,-5.02976053498329
1853,301,-26.9603862787068
1866,563,-25.9916497492441
1841,341,-26.5926317618937
1914,300,-18.4305225668661
1854,475,-26.5463023731491
1928,553,-11.5586737197665
1902,334,-21.9862887036927
1942,374,-4.65533575835066
1811,966,-26.7697596514157
1866,851,-26.5161449801103
1934,635,-10.1316194622954
1897,726,-23.7861072306146
1845,978,-27.6116831519206
1919,627,-17.2874776359903
1838,706,-27.8270842656749
1815,775,-27.0513311130028
1847,834,-26.9727130936245
1938,1104,-8.79379535826072
1881,1329,-25.6826791405987
1896,1215,-23.8794694530901
1851,1329,-27.7842933572737
1878,1041,-25.9654436088052
1875,1062,-26.4461379853767
1926,1300,-13.9334550775326
1911,1039,-19.9332996824239
1834,1075,-26.9395323428524
2018,-1261,0.416534838427007
2041,-1226,-1.44672162614735
2043,-1244,-1.03972238447811
2000,-1192,-2.05966266006356
1981,-1073,-2.39994043578451
2027,-1068,-0.472274327411842
1977,-1028,-2.7740505998475
2007,-1084,-0.97915221297929
1979,-1194,-3.39874092150564
1970,-653,-2.20826971785727
2065,-825,0.0717473428532114
1963,-925,-4.78290348773406
2057,-941,-1.44992125948122
1998,-960,-1.39199822275694
2029,-856,-0.221558169350942
2076,-645,-0.100203459596366
2032,-823,-0.024272473772148
2046,-713,1.49708322569288
2035,-241,3.04775392490042
2100,-425,-1.71936884140743
2041,-445,1.71759556904028
2087,-271,0.782764261776854
2077,-583,0.19039941468216
2001,-301,3.06891349169176
2098,-358,0.421214615717585
2038,-489,1.36316235683077
2017,-523,1.28283486325622
2098,-67,-0.48779912816797
2041,-75,3.22641941329583
1994,-87,2.77160205811121
1984,123,4.10406014567285
2000,78,3.1654143074444
2074,89,2.85707160818393
2057,-41,3.09409748154039
2032,-175,3.77939763013393
2044,24,3.89277982147961
2031,364,6.10085027124862
2018,515,4.81867154084133
2036,404,6.04936870187444
2064,305,5.51230670827932
2056,374,5.4462187704508
2032,577,4.72948195251227
1997,568,3.65996225503391
2020,305,6.99154063852242
2067,402,4.80893083003536
2085,897,2.29134394482355
1969,690,1.47278402556667
2069,695,4.25207514338896
1998,974,3.58176484228348
2021,778,3.85880872628978
2032,902,4.10430755055219
1976,931,2.17466586899147
1994,725,3.1100106282137
2080,636,3.92156602631344
1990,1014,3.24684067764992
1975,1239,0.890604360825106
2084,1023,1.93080035944765
2048,1122,2.57632076115124
1992,1322,3.79142206589043
1973,1321,2.14995175892089
1991,1262,2.14706756643788
1990,1212,2.16062679751778
2049,1088,2.8165535997212
2122,-1169,-9.89545638609462
2135,-1056,-13.1960094778853
2118,-1358,-8.47921964363006
2177,-1144,-20.6303218007916
2195,-1083,-22.6677390624141
2233,-1286,-21.3001083861715
2117,-1274,-7.92929479978686
2194,-1220,-22.0431554232423
2205,-1293,-22.7358756643756
2160,-893,-17.8473281135589
2210,-664,-18.4100274554867
2194,-773,-19.5975154749416
2174,-808,-18.9551205663124
2207,-788,-19.9905479781812
2196,-984,-21.6881376116926
2172,-627,-18.2269154925759
2248,-740,-16.8482460663502
2210,-628,-19.1261293819294
2244,-580,-16.5854510290431
2114,-286,-4.12207103482958
2245,-424,-18.3834091621976
2192,-442,-18.7740857735344
2223,-556,-18.7487845441734
2153,-241,-14.3515802899109
2161,-225,-15.9116900996151
2146,-553,-13.7616990919134
2250,-225,-17.4479732085916
2231,18,-17.5447402457934
2169,153,-14.9455450496841
2177,-142,-15.9669190438706
2180,-35,-17.2087506475004
2186,-102,-16.8149984781453
2150,-27,-13.4637631938237
2224,-99,-17.8519211775672
2127,125,-5.3180649190721
2200,-179,-19.0007755790782
2174,424,-15.4106355554832
2244,262,-14.8126717012516
2245,452,-13.8264253856016
2142,554,-8.3289633107086
2189,353,-17.5959739918594
2131,453,-6.51927310899361
2151,419,-11.5415785020269
2141,302,-9.49243740119985
2199,334,-17.7609279097918
2138,810,-8.66453375398579
2189,650,-16.3847605309369
2109,894,-1.79150431653652
2202,764,-17.8898285881443
2132,792,-7.41662164510342
2232,935,-18.2169804392236
2250,674,-14.1544290661429
2241,833,-15.3849240977923
2173,937,-17.4088439200497
2209,1139,-19.5858980012646
2182,1386,-16.0933601376239
2183,1355,-16.8682417801495
2184,1280,-18.609463456364
2115,1009,-3.81585716175899
2112,1230,-3.89935926419065
2147,1260,-13.2329680374055
2163,1251,-16.3836486912238
2115,1191,-4.84360714795713
2354,-1163,-3.66486846822218
2329,-1120,-4.18865851235024
2325,-1079,-3.54123820654381
2393,-1185,-3.12684679848309
2288,-1219,-10.3541745271249
2364,-1277,-3.7739612603269
2269,-1169,-14.553878753508
2381,-1289,-2.85405678662708
2294,-1033,-8.5506828037939
2371,-700,0.297647263445083
2319,-749,-2.09966946206182
2329,-797,-1.07994007934274
2370,-620,0.569675368226449
2284,-834,-9.04163789808553
2354,-749,-0.590050687010218
2342,-830,-0.603597527681452
2291,-730,-6.68897040498052
2391,-837,-0.622162685015295
2351,-227,-1.67510783490462
2328,-422,-3.84621393981128
2385,-590,-0.0824349757597349
2336,-283,-1.5286061163422
2281,-288,-10.6895076338071
2336,-405,-3.64896627230559
2265,-314,-14.4156456166166
2287,-333,-8.4684391944
2381,-468,-1.98575542531346
2322,-190,-2.87881557198081
2397,95,-0.326981550482369
2316,122,-1.48157787792726
2276,-135,-10.8053945508437
2323,-58,-2.63794088249028
2292,-24,-6.50074070379087
2267,16,-12.3697770045977
2311,190,-1.91114915873117
2271,199,-9.53953782287299
2370,399,-0.0865336317805423
